name,acronym,AP_location,DV_location,ML_location,avIndex
Parvicellular reticular nucleus,PARN,-6.7,6.17,-1.42,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.84,-1.39,993
Nucleus ambiguus ventral division,AMBv,-6.7,6.63,-1.38,973
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.79,-1.38,993
Intermediate reticular nucleus,IRN,-6.7,6.5,-1.37,979
Nucleus ambiguus ventral division,AMBv,-6.7,6.71,-1.32,973
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.79,-1.33,993
Parvicellular reticular nucleus,PARN,-6.7,6.22,-1.29,989
Intermediate reticular nucleus,IRN,-6.7,6.41,-1.31,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.84,-1.27,993
Intermediate reticular nucleus,IRN,-6.7,6.57,-1.25,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.67,-1.22,993
Intermediate reticular nucleus,IRN,-6.7,6.17,-1.15,979
Intermediate reticular nucleus,IRN,-6.7,6.54,-1.16,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.7,-1.1,983
Intermediate reticular nucleus,IRN,-6.7,6.27,-1.1,979
Intermediate reticular nucleus,IRN,-6.7,6.58,-1.11,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.66,-1.11,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.86,-1.1,983
Intermediate reticular nucleus,IRN,-6.7,6.47,-1.07,979
Intermediate reticular nucleus,IRN,-6.7,6.41,-1.03,979
Intermediate reticular nucleus,IRN,-6.7,6.28,-1.01,979
Intermediate reticular nucleus,IRN,-6.7,6.49,-1,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.81,-1.01,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.6,-1,983
Intermediate reticular nucleus,IRN,-6.7,6.54,-0.94,979
Intermediate reticular nucleus,IRN,-6.7,6.07,-0.95,979
Intermediate reticular nucleus,IRN,-6.7,6.35,-0.94,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.86,-0.93,983
Intermediate reticular nucleus,IRN,-6.7,6.18,-0.91,979
Intermediate reticular nucleus,IRN,-6.7,6.4,-0.92,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.63,-0.91,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.98,-0.88,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.86,-0.85,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.72,-0.84,983
Intermediate reticular nucleus,IRN,-6.7,6.33,-0.81,979
Intermediate reticular nucleus,IRN,-6.7,6.4,-0.78,979
Gigantocellular reticular nucleus,GRN,-6.7,6.44,-0.76,976
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.83,-0.76,983
Medulla,MY,-6.7,7.01,-0.76,936
Intermediate reticular nucleus,IRN,-6.7,6.11,-0.71,979
Intermediate reticular nucleus,IRN,-6.7,5.49,-0.69,979
Gigantocellular reticular nucleus,GRN,-6.7,6.39,-0.68,976
Gigantocellular reticular nucleus,GRN,-6.7,6.45,-0.64,976
Gigantocellular reticular nucleus,GRN,-6.7,6.52,-0.6,976
Medulla,MY,-6.7,5.42,-0.59,936
Intermediate reticular nucleus,IRN,-6.7,5.9,-0.56,979
Intermediate reticular nucleus,IRN,-6.7,5.87,-0.49,979
Gigantocellular reticular nucleus,GRN,-6.7,6.33,-0.45,976
Gigantocellular reticular nucleus,GRN,-6.7,5.84,-0.41,976
Gigantocellular reticular nucleus,GRN,-6.7,6.25,-0.41,976
Gigantocellular reticular nucleus,GRN,-6.7,6.41,-0.4,976
Gigantocellular reticular nucleus,GRN,-6.7,6.44,-0.35,976
Hypoglossal nucleus,XII,-6.7,5.51,-0.34,1008
Gigantocellular reticular nucleus,GRN,-6.7,6.27,-0.28,976
Gigantocellular reticular nucleus,GRN,-6.7,5.89,-0.26,976
Nucleus of Roller,NR,-6.7,5.65,-0.25,996
Gigantocellular reticular nucleus,GRN,-6.7,6.36,-0.19,976
crossed tectospinal pathway,tspc,-6.7,6.76,-0.17,1230
Gigantocellular reticular nucleus,GRN,-6.7,6.12,-0.13,976
medial longitudinal fascicle,mlf,-6.7,5.82,-0.06,1121
Medulla,MY,-6.7,5.89,0,936
Gigantocellular reticular nucleus,GRN,-6.7,6.28,0.02,976
Gigantocellular reticular nucleus,GRN,-6.7,6.42,0.24,976
Gigantocellular reticular nucleus,GRN,-6.7,5.94,0.28,976
Medulla,MY,-6.7,5.36,0.29,936
Medulla,MY,-6.7,5.57,0.36,936
Intermediate reticular nucleus,IRN,-6.7,5.78,0.48,979
Nucleus of the solitary tract,NTS,-6.7,5.42,0.67,949
Gigantocellular reticular nucleus,GRN,-6.7,6.66,0.69,976
Intermediate reticular nucleus,IRN,-6.7,5.59,0.7,979
Intermediate reticular nucleus,IRN,-6.7,6.12,0.72,979
Medulla,MY,-6.7,7,0.73,936
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.81,0.78,983
Intermediate reticular nucleus,IRN,-6.7,6.38,0.88,979
Intermediate reticular nucleus,IRN,-6.7,6.44,0.9,979
Intermediate reticular nucleus,IRN,-6.7,5.79,0.92,979
Parvicellular reticular nucleus,PARN,-6.7,5.56,1.04,989
Parvicellular reticular nucleus,PARN,-6.7,5.86,1.04,989
Intermediate reticular nucleus,IRN,-6.7,6.56,1.05,979
Lateral reticular nucleus magnocellular part,LRNm,-6.7,7.02,1.05,983
Lateral reticular nucleus magnocellular part,LRNm,-6.7,6.68,1.08,983
Intermediate reticular nucleus,IRN,-6.7,6.38,1.15,979
Intermediate reticular nucleus,IRN,-6.7,6.22,1.18,979
Intermediate reticular nucleus,IRN,-6.7,6.42,1.2,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.83,1.22,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,7.11,1.28,993
Nucleus ambiguus ventral division,AMBv,-6.7,6.68,1.31,973
Nucleus ambiguus ventral division,AMBv,-6.7,6.7,1.37,973
Parvicellular reticular nucleus,PARN,-6.7,6.28,1.52,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.7,6.82,1.57,993
Linear nucleus of the medulla,LIN,-6.7,6.7,1.61,981
Parvicellular reticular nucleus,PARN,-6.7,6.56,1.83,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.78,6.51,-1.92,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.78,6.28,-1.91,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.78,6.49,-1.86,956
Parvicellular reticular nucleus,PARN,-6.78,6.57,-1.77,989
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.8,-1.75,983
Parvicellular reticular nucleus,PARN,-6.78,6.56,-1.68,989
Parvicellular reticular nucleus,PARN,-6.78,6.3,-1.62,989
Parvicellular reticular nucleus,PARN,-6.78,6.56,-1.52,989
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.84,-1.52,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.89,-1.51,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.78,-1.5,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.94,-1.49,993
Parvicellular reticular nucleus,PARN,-6.78,6.35,-1.46,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.89,-1.45,993
Parvicellular reticular nucleus,PARN,-6.78,6.42,-1.41,989
Parvicellular reticular nucleus,PARN,-6.78,6.16,-1.37,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.8,-1.34,993
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.93,-1.29,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.88,-1.27,993
Nucleus ambiguus ventral division,AMBv,-6.78,6.69,-1.25,973
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.84,-1.23,993
Medulla,MY,-6.78,6.63,-1.22,936
Intermediate reticular nucleus,IRN,-6.78,6.49,-1.22,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,7.1,-1.22,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.7,-1.2,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.78,-1.19,993
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.76,-1.14,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.85,-1.14,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.9,-1.14,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.97,-1.13,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.8,-1.07,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,7.09,-1.09,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.75,-1.06,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.64,-1.05,983
Parvicellular reticular nucleus,PARN,-6.78,5.86,-1,989
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.93,-0.99,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.82,-0.98,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.74,-0.97,983
Intermediate reticular nucleus,IRN,-6.78,5.96,-0.96,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,7.08,-0.95,983
Intermediate reticular nucleus,IRN,-6.78,6.55,-0.94,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.92,-0.93,983
Intermediate reticular nucleus,IRN,-6.78,5.87,-0.92,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.88,-0.92,983
Medulla,MY,-6.78,7.1,-0.91,936
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.61,-0.9,983
Intermediate reticular nucleus,IRN,-6.78,6.4,-0.87,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.97,-0.85,983
Nucleus of the solitary tract,NTS,-6.78,5.45,-0.84,949
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.61,-0.8,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.93,-0.8,983
Medulla,MY,-6.78,7.02,-0.78,936
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.78,-0.76,983
Medulla,MY,-6.78,7.15,-0.73,936
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.81,-0.71,983
Gigantocellular reticular nucleus,GRN,-6.78,6.53,-0.7,976
Gigantocellular reticular nucleus,GRN,-6.78,6.59,-0.69,976
Gigantocellular reticular nucleus,GRN,-6.78,6.43,-0.67,976
Gigantocellular reticular nucleus,GRN,-6.78,6.67,-0.66,976
Medulla,MY,-6.78,6.99,-0.66,936
Gigantocellular reticular nucleus,GRN,-6.78,6.46,-0.55,976
Gigantocellular reticular nucleus,GRN,-6.78,6.28,-0.53,976
Gigantocellular reticular nucleus,GRN,-6.78,6.73,-0.49,976
Gigantocellular reticular nucleus,GRN,-6.78,6.63,-0.46,976
Gigantocellular reticular nucleus,GRN,-6.78,6.26,-0.46,976
Gigantocellular reticular nucleus,GRN,-6.78,6.23,-0.41,976
Gigantocellular reticular nucleus,GRN,-6.78,6.53,-0.37,976
Gigantocellular reticular nucleus,GRN,-6.78,6.58,-0.3,976
Gigantocellular reticular nucleus,GRN,-6.78,6.57,-0.21,976
Gigantocellular reticular nucleus,GRN,-6.78,6.21,-0.18,976
Gigantocellular reticular nucleus,GRN,-6.78,6.52,-0.18,976
crossed tectospinal pathway,tspc,-6.78,6.37,-0.07,1230
Inferior olivary complex,IO,-6.78,6.72,0.03,978
crossed tectospinal pathway,tspc,-6.78,6.48,0.06,1230
crossed tectospinal pathway,tspc,-6.78,6.45,0.09,1230
Gigantocellular reticular nucleus,GRN,-6.78,6.39,0.13,976
crossed tectospinal pathway,tspc,-6.78,6.6,0.16,1230
Nucleus of Roller,NR,-6.78,5.71,0.19,996
Hypoglossal nucleus,XII,-6.78,5.66,0.21,1008
Hypoglossal nucleus,XII,-6.78,5.66,0.27,1008
Hypoglossal nucleus,XII,-6.78,5.58,0.29,1008
Gigantocellular reticular nucleus,GRN,-6.78,6.27,0.48,976
Intermediate reticular nucleus,IRN,-6.78,5.84,0.68,979
Gigantocellular reticular nucleus,GRN,-6.78,6.87,0.69,976
Intermediate reticular nucleus,IRN,-6.78,5.91,0.74,979
Medulla,MY,-6.78,7.16,0.73,936
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.75,0.77,983
Intermediate reticular nucleus,IRN,-6.78,6.39,0.79,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.63,0.91,983
Intermediate reticular nucleus,IRN,-6.78,6.32,0.98,979
Parvicellular reticular nucleus,PARN,-6.78,5.9,1.09,989
Intermediate reticular nucleus,IRN,-6.78,6.37,1.11,979
Lateral reticular nucleus magnocellular part,LRNm,-6.78,7.17,1.12,983
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.83,1.14,983
Medulla,MY,-6.78,6.67,1.22,936
Intermediate reticular nucleus,IRN,-6.78,6.52,1.4,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,7.06,1.44,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.82,1.45,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.71,1.48,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.91,1.51,993
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.78,6.77,1.52,993
Lateral reticular nucleus magnocellular part,LRNm,-6.78,6.94,1.57,983
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.04,-2.16,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.35,-2.16,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.58,-2.08,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.61,-2.06,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.3,-2.01,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.45,-2,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.71,-1.99,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.86,6.42,-1.91,956
Parvicellular reticular nucleus,PARN,-6.86,6.73,-1.85,989
Parvicellular reticular nucleus,PARN,-6.86,6.54,-1.82,989
Parvicellular reticular nucleus,PARN,-6.86,6.67,-1.73,989
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.79,-1.66,983
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.85,-1.64,983
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.91,-1.64,983
Parvicellular reticular nucleus,PARN,-6.86,6.41,-1.63,989
Parvicellular reticular nucleus,PARN,-6.86,6.74,-1.63,989
Parvicellular reticular nucleus,PARN,-6.86,6.51,-1.61,989
Parvicellular reticular nucleus,PARN,-6.86,6.67,-1.62,989
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.8,-1.6,983
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.94,-1.58,983
Parvicellular reticular nucleus,PARN,-6.86,6.46,-1.54,989
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.82,-1.53,983
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.96,-1.51,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.86,6.85,-1.45,993
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.07,-1.42,983
Medulla,MY,-6.86,6.75,-1.4,936
Medulla,MY,-6.86,6.67,-1.37,936
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.94,-1.34,983
Parvicellular reticular nucleus,PARN,-6.86,6.43,-1.34,989
Intermediate reticular nucleus,IRN,-6.86,6.48,-1.32,979
Medulla,MY,-6.86,6.82,-1.3,936
Intermediate reticular nucleus,IRN,-6.86,6.51,-1.26,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.89,-1.25,983
Nucleus ambiguus ventral division,AMBv,-6.86,6.68,-1.23,973
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.1,-1.2,983
Intermediate reticular nucleus,IRN,-6.86,6.7,-1.16,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.15,-1.17,983
Intermediate reticular nucleus,IRN,-6.86,6.77,-1.14,979
Intermediate reticular nucleus,IRN,-6.86,6.52,-1.12,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.77,-1.09,983
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.17,-1.09,983
Intermediate reticular nucleus,IRN,-6.86,6.4,-1.08,979
Intermediate reticular nucleus,IRN,-6.86,6.67,-1.07,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.7,-1.05,983
Parvicellular reticular nucleus,PARN,-6.86,5.85,-1.05,989
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.09,-1.05,983
Nucleus of the solitary tract,NTS,-6.86,5.46,-1.03,949
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.76,-1,983
Parvicellular reticular nucleus,PARN,-6.86,5.87,-0.98,989
Intermediate reticular nucleus,IRN,-6.86,6.5,-0.97,979
Medulla,MY,-6.86,7.24,-0.97,936
Intermediate reticular nucleus,IRN,-6.86,6.46,-0.94,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.75,-0.93,983
Intermediate reticular nucleus,IRN,-6.86,6.4,-0.91,979
Medulla,MY,-6.86,7.15,-0.9,936
Intermediate reticular nucleus,IRN,-6.86,6.45,-0.89,979
Medulla,MY,-6.86,7.06,-0.85,936
Intermediate reticular nucleus,IRN,-6.86,6.55,-0.82,979
Medulla,MY,-6.86,7.17,-0.8,936
Gigantocellular reticular nucleus,GRN,-6.86,6.43,-0.71,976
Gigantocellular reticular nucleus,GRN,-6.86,6.7,-0.71,976
Medulla,MY,-6.86,6.99,-0.71,936
Gigantocellular reticular nucleus,GRN,-6.86,6.58,-0.68,976
Gigantocellular reticular nucleus,GRN,-6.86,6.64,-0.68,976
Intermediate reticular nucleus,IRN,-6.86,6.07,-0.64,979
Gigantocellular reticular nucleus,GRN,-6.86,6.72,-0.59,976
Gigantocellular reticular nucleus,GRN,-6.86,6.41,-0.5,976
Hypoglossal nucleus,XII,-6.86,5.55,-0.46,1008
Gigantocellular reticular nucleus,GRN,-6.86,6.5,-0.45,976
Gigantocellular reticular nucleus,GRN,-6.86,6.69,-0.44,976
Gigantocellular reticular nucleus,GRN,-6.86,6.42,-0.42,976
Medulla,MY,-6.86,6.83,-0.31,936
Medulla,MY,-6.86,6.64,-0.22,936
crossed tectospinal pathway,tspc,-6.86,6.59,-0.15,1230
Inferior olivary complex,IO,-6.86,6.92,-0.05,978
crossed tectospinal pathway,tspc,-6.86,6.38,0.11,1230
crossed tectospinal pathway,tspc,-6.86,6.6,0.12,1230
Gigantocellular reticular nucleus,GRN,-6.86,6.48,0.21,976
crossed tectospinal pathway,tspc,-6.86,6.82,0.29,1230
Gigantocellular reticular nucleus,GRN,-6.86,5.85,0.32,976
Hypoglossal nucleus,XII,-6.86,5.51,0.33,1008
Intermediate reticular nucleus,IRN,-6.86,5.78,0.65,979
Intermediate reticular nucleus,IRN,-6.86,6.02,0.85,979
Intermediate reticular nucleus,IRN,-6.86,5.8,0.92,979
Parvicellular reticular nucleus,PARN,-6.86,5.84,0.98,989
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.85,1.05,983
Intermediate reticular nucleus,IRN,-6.86,6.35,1.08,979
Intermediate reticular nucleus,IRN,-6.86,6.54,1.15,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.18,1.17,983
Intermediate reticular nucleus,IRN,-6.86,6.58,1.18,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.04,1.23,983
Parvicellular reticular nucleus,PARN,-6.86,6.24,1.24,989
Intermediate reticular nucleus,IRN,-6.86,6.47,1.25,979
Nucleus ambiguus ventral division,AMBv,-6.86,6.73,1.25,973
Nucleus ambiguus ventral division,AMBv,-6.86,6.67,1.27,973
Lateral reticular nucleus magnocellular part,LRNm,-6.86,7.13,1.29,983
Intermediate reticular nucleus,IRN,-6.86,6.5,1.31,979
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.99,1.33,983
Intermediate reticular nucleus,IRN,-6.86,6.5,1.36,979
Medulla,MY,-6.86,6.94,1.39,936
Parvicellular reticular nucleus,PARN,-6.86,6.46,1.4,989
Medulla,MY,-6.86,6.68,1.41,936
Parvicellular reticular nucleus,PARN,-6.86,6.49,1.42,989
Parvicellular reticular nucleus,PARN,-6.86,6.51,1.47,989
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.86,6.78,1.46,993
Lateral reticular nucleus magnocellular part,LRNm,-6.86,6.8,1.55,983
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.94,6.24,-2.17,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.94,6.2,-2.12,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.94,6.52,-1.99,956
Parvicellular reticular nucleus,PARN,-6.94,6.74,-1.9,989
Parvicellular reticular nucleus,PARN,-6.94,6.68,-1.83,989
Parvicellular reticular nucleus,PARN,-6.94,6.74,-1.83,989
Parvicellular reticular nucleus,PARN,-6.94,6.78,-1.8,989
Parvicellular reticular nucleus,PARN,-6.94,6.7,-1.78,989
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.84,-1.73,983
Parvicellular reticular nucleus,PARN,-6.94,6.53,-1.71,989
Parvicellular reticular nucleus,PARN,-6.94,6.62,-1.68,989
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.92,-1.67,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.95,-1.66,983
Parvicellular reticular nucleus,PARN,-6.94,6.56,-1.63,989
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.89,-1.62,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.1,-1.59,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.81,-1.57,983
Intermediate reticular nucleus,IRN,-6.94,6.74,-1.55,979
Parvicellular reticular nucleus,PARN,-6.94,6.29,-1.54,989
Parvicellular reticular nucleus,PARN,-6.94,6.58,-1.54,989
Parvicellular reticular nucleus,PARN,-6.94,6.18,-1.5,989
Parvicellular reticular nucleus,PARN,-6.94,6.46,-1.49,989
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.03,-1.47,983
Parvicellular reticular nucleus,PARN,-6.94,6.4,-1.46,989
Intermediate reticular nucleus,IRN,-6.94,6.81,-1.45,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.91,-1.44,983
Intermediate reticular nucleus,IRN,-6.94,6.61,-1.44,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.97,-1.41,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.08,-1.4,983
Parvicellular reticular nucleus,PARN,-6.94,6.05,-1.39,989
Parvicellular reticular nucleus,PARN,-6.94,6.33,-1.39,989
Intermediate reticular nucleus,IRN,-6.94,6.88,-1.39,979
Intermediate reticular nucleus,IRN,-6.94,6.47,-1.34,979
Intermediate reticular nucleus,IRN,-6.94,6.57,-1.35,979
Intermediate reticular nucleus,IRN,-6.94,6.91,-1.33,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.05,-1.32,983
Intermediate reticular nucleus,IRN,-6.94,6.51,-1.32,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.16,-1.3,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.94,-1.27,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.01,-1.24,983
Intermediate reticular nucleus,IRN,-6.94,6.57,-1.23,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.08,-1.22,983
Medulla,MY,-6.94,6.75,-1.21,936
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.96,-1.21,983
Intermediate reticular nucleus,IRN,-6.94,6.47,-1.2,979
Intermediate reticular nucleus,IRN,-6.94,6.26,-1.19,979
Intermediate reticular nucleus,IRN,-6.94,6.63,-1.19,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.99,-1.18,983
Intermediate reticular nucleus,IRN,-6.94,6.58,-1.18,979
Intermediate reticular nucleus,IRN,-6.94,6.46,-1.16,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.26,-1.17,983
Intermediate reticular nucleus,IRN,-6.94,6.7,-1.15,979
Intermediate reticular nucleus,IRN,-6.94,6.57,-1.12,979
Parvicellular reticular nucleus,PARN,-6.94,5.96,-1.12,989
Intermediate reticular nucleus,IRN,-6.94,6.1,-1.09,979
Intermediate reticular nucleus,IRN,-6.94,6.65,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.91,-1.08,983
Intermediate reticular nucleus,IRN,-6.94,6.33,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.18,-1.09,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.88,-1.02,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,7.16,-1.04,983
Intermediate reticular nucleus,IRN,-6.94,6.69,-1.01,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.8,-0.99,983
Intermediate reticular nucleus,IRN,-6.94,6.25,-0.99,979
Intermediate reticular nucleus,IRN,-6.94,6.6,-0.98,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.74,-0.95,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.81,-0.95,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.72,-0.92,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.67,-0.9,983
Intermediate reticular nucleus,IRN,-6.94,6.55,-0.89,979
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.81,-0.89,983
Parvicellular reticular nucleus,PARN,-6.94,5.7,-0.87,989
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.73,-0.87,983
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.77,-0.82,983
Medulla,MY,-6.94,7.27,-0.83,936
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.65,-0.8,988
Medulla,MY,-6.94,7.18,-0.8,936
Intermediate reticular nucleus,IRN,-6.94,5.75,-0.8,979
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.52,-0.79,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.74,-0.79,988
Lateral reticular nucleus magnocellular part,LRNm,-6.94,6.83,-0.79,983
Nucleus of the solitary tract,NTS,-6.94,5.31,-0.77,949
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.71,-0.76,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.83,-0.74,988
Medulla,MY,-6.94,7.21,-0.75,936
Intermediate reticular nucleus,IRN,-6.94,5.55,-0.7,979
Medulla,MY,-6.94,6.87,-0.7,936
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.46,-0.69,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.71,-0.62,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.56,-0.61,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.77,-0.58,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.11,-0.45,988
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.59,-0.38,988
Medulla,MY,-6.94,6.74,-0.33,936
Medulla,MY,-6.94,6.61,-0.32,936
Medullary reticular nucleus ventral part,MDRNv,-6.94,6.32,-0.26,988
Medulla,MY,-6.94,6.49,-0.26,936
Medulla,MY,-6.94,6.6,-0.25,936
Medulla,MY,-6.94,6.85,-0.25,936
Medulla,MY,-6.94,6.39,-0.22,936
Medulla,MY,-6.94,6.64,-0.22,936
