name,acronym,AP_location,DV_location,ML_location,avIndex
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.04,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,5.82,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.34,-1.55,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.47,-1.53,955
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.53,-1.51,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.33,-1.49,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,5.56,-1.47,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.19,-1.45,955
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.37,-1.45,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,5.53,-1.43,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,5.86,-1.43,955
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.45,-1.44,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,5.72,-1.42,955
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.39,-1.4,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.23,-1.25,987
Intermediate reticular nucleus,IRN,-7.48,6.75,-1.25,979
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.81,-1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.04,-1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.93,-1.1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.3,-1.06,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.88,-1.02,987
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.63,-1.01,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.77,-1,988
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.95,-0.97,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.98,-0.93,987
Medulla,MY,-7.48,5.43,-0.88,936
Cuneate nucleus,CU,-7.48,5.39,-0.84,945
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.78,-0.82,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.63,-0.81,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.76,-0.77,988
Medulla,MY,-7.48,5.56,-0.72,936
Medulla,MY,-7.48,5.71,-0.53,936
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.64,-0.5,988
Intermediate reticular nucleus,IRN,-7.48,5.92,-0.48,979
Hypoglossal nucleus,XII,-7.48,5.99,-0.25,1008
pyramidal decussation,pyd,-7.48,6.6,0,1209
pyramidal decussation,pyd,-7.48,6.96,0,1209
Hypoglossal nucleus,XII,-7.48,6.04,0.24,1008
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.05,0.31,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.37,0.41,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.4,0.44,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.27,0.59,988
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.19,0.64,988
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.9,0.81,987
Medullary reticular nucleus ventral part,MDRNv,-7.48,6.51,0.93,988
Intermediate reticular nucleus,IRN,-7.48,6.27,0.95,979
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.85,0.96,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,5.71,1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.48,6.62,1.4,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.48,6.12,1.51,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.28,-1.63,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.23,-1.62,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.1,-1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.34,-1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.59,-1.61,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.75,-1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.03,-1.57,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.54,-1.57,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.27,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.48,-1.54,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.13,-1.52,955
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.72,-1.52,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.25,-1.5,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.16,-1.49,955
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.47,-1.44,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.56,-1.44,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.69,-1.42,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.56,6.09,-1.38,955
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.35,-1.37,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.48,-1.35,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.13,-1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.33,-1.32,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.25,-1.3,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.49,-1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.39,-1.22,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.65,-1.22,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.28,-1.2,987
Intermediate reticular nucleus,IRN,-7.56,6.74,-1.15,979
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.68,-0.97,988
Medullary reticular nucleus dorsal part,MDRNd,-7.56,5.63,-0.93,987
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.76,-0.92,988
Medullary reticular nucleus dorsal part,MDRNd,-7.56,5.87,-0.88,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.02,-0.86,987
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.58,-0.85,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.59,-0.77,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.75,-0.75,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.82,-0.71,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.64,-0.66,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.26,-0.57,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.17,-0.56,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.43,-0.53,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.64,-0.55,988
Cuneate nucleus,CU,-7.56,5.39,-0.52,945
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.11,-0.48,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.13,-0.14,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.16,0.29,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.11,0.33,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.23,0.33,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.27,0.38,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.05,0.46,988
Intermediate reticular nucleus,IRN,-7.56,5.84,0.48,979
Intermediate reticular nucleus,IRN,-7.56,6.07,0.69,979
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.69,0.73,988
Medullary reticular nucleus ventral part,MDRNv,-7.56,6.39,0.78,988
Medullary reticular nucleus dorsal part,MDRNd,-7.56,5.7,0.98,987
Intermediate reticular nucleus,IRN,-7.56,6.38,1.03,979
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.24,1.09,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.34,1.3,987
Medullary reticular nucleus dorsal part,MDRNd,-7.56,6.6,1.5,987
Medulla,MY,-7.64,6.86,-1.9,936
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.8,-1.83,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.2,-1.65,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.11,-1.63,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.55,-1.61,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.87,-1.58,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.45,-1.58,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.95,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.08,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.31,-1.52,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.52,-1.49,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.01,-1.48,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.13,-1.46,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.96,-1.45,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.08,-1.45,955
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.57,-1.44,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.79,-1.44,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.27,-1.44,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.22,-1.4,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.95,-1.38,955
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.41,-1.38,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.01,-1.33,955
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.36,-1.32,987
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.24,-1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.41,-1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.64,5.82,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.36,-1.08,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,5.6,-1.06,955
Intermediate reticular nucleus,IRN,-7.64,6.58,-1.04,979
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.17,-1.03,987
Intermediate reticular nucleus,IRN,-7.64,6.64,-1.02,979
Medullary reticular nucleus dorsal part,MDRNd,-7.64,5.83,-1,987
Intermediate reticular nucleus,IRN,-7.64,6.55,-0.99,979
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.86,-0.96,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.32,-0.74,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.72,-0.73,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.59,-0.63,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.76,-0.65,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.69,-0.64,988
Intermediate reticular nucleus,IRN,-7.64,5.94,-0.55,979
Intermediate reticular nucleus,IRN,-7.64,6.09,-0.54,979
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.48,-0.47,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.19,-0.29,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.18,0.23,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.3,0.31,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.21,0.32,988
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.43,0.34,988
Medulla,MY,-7.64,5.65,0.39,936
Intermediate reticular nucleus,IRN,-7.64,5.96,0.6,979
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.31,0.61,988
Intermediate reticular nucleus,IRN,-7.64,6.15,0.75,979
Cuneate nucleus,CU,-7.64,5.5,0.76,945
Medullary reticular nucleus dorsal part,MDRNd,-7.64,5.63,1.02,987
Medullary reticular nucleus ventral part,MDRNv,-7.64,6.87,1.02,988
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.15,1.05,987
Medullary reticular nucleus dorsal part,MDRNd,-7.64,6.26,1.07,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.64,6.23,1.46,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.36,-1.65,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.73,-1.65,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.46,-1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.65,-1.59,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.58,-1.58,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.64,-1.56,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.07,-1.54,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.18,-1.51,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.66,-1.52,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.52,-1.46,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.59,-1.49,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.57,-1.44,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.19,-1.43,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.39,-1.43,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.27,-1.41,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.15,-1.37,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6,-1.36,955
Medullary reticular nucleus dorsal part,MDRNd,-7.72,6.61,-1.35,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.33,-1.34,955
Medullary reticular nucleus dorsal part,MDRNd,-7.72,6.5,-1.34,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,5.84,-1.31,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,5.95,-1.31,955
Medullary reticular nucleus dorsal part,MDRNd,-7.72,6.06,-1.16,987
Intermediate reticular nucleus,IRN,-7.72,6.71,-1.1,979
Intermediate reticular nucleus,IRN,-7.72,6.62,-1.09,979
Intermediate reticular nucleus,IRN,-7.72,6.76,-1.08,979
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.68,-0.74,988
Intermediate reticular nucleus,IRN,-7.72,6.26,-0.69,979
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.68,-0.56,988
Medullary reticular nucleus dorsal part,MDRNd,-7.72,5.69,-0.53,987
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.6,-0.51,988
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.51,-0.49,988
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.29,-0.42,988
Intermediate reticular nucleus,IRN,-7.72,5.9,-0.41,979
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.37,-0.21,988
Medulla,MY,-7.72,6.09,-0.2,936
Medulla,MY,-7.72,6.56,-0.03,936
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.21,0.2,988
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.24,0.3,988
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.31,0.33,988
Intermediate reticular nucleus,IRN,-7.72,5.95,0.35,979
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.2,0.44,988
Medullary reticular nucleus ventral part,MDRNv,-7.72,6.48,0.45,988
Medullary reticular nucleus dorsal part,MDRNd,-7.72,6.2,0.83,987
Medullary reticular nucleus dorsal part,MDRNd,-7.72,6.36,1.21,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.25,1.33,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.72,6.69,1.68,955
root,root,-7.8,6.48,-1.65,1
root,root,-7.8,6.26,-1.59,1
root,root,-7.8,6.6,-1.57,1
root,root,-7.8,6.11,-1.55,1
root,root,-7.8,6.22,-1.48,1
root,root,-7.8,6.44,-1.5,1
root,root,-7.8,6.53,-1.5,1
root,root,-7.8,6.57,-1.45,1
root,root,-7.8,6.81,-1.45,1
root,root,-7.8,6.32,-1.43,1
root,root,-7.8,6.29,-1.41,1
root,root,-7.8,6.52,-1.41,1
root,root,-7.8,6.19,-1.4,1
root,root,-7.8,5.85,-1.37,1
root,root,-7.8,6.72,-1.37,1
root,root,-7.8,6.52,-1.32,1
root,root,-7.8,6.44,-1.31,1
root,root,-7.8,5.85,-1.3,1
root,root,-7.8,6.03,-1.3,1
root,root,-7.8,6.66,-1.3,1
root,root,-7.8,6.34,-1.28,1
root,root,-7.8,6.54,-1.28,1
root,root,-7.8,6.62,-0.92,1
root,root,-7.8,6.79,-0.85,1
root,root,-7.8,5.94,-0.78,1
root,root,-7.8,6.64,-0.77,1
root,root,-7.8,6.39,-0.74,1
root,root,-7.8,6.62,-0.61,1
root,root,-7.8,6.24,-0.43,1
root,root,-7.8,6.27,-0.18,1
root,root,-7.8,6.38,0.24,1
root,root,-7.8,6.03,0.32,1
root,root,-7.8,6.59,0.37,1
root,root,-7.8,6.06,0.4,1
root,root,-7.8,6.45,0.42,1
root,root,-7.8,5.91,0.48,1
root,root,-7.8,6.28,0.52,1
root,root,-7.8,6.42,0.52,1
root,root,-7.8,6.32,0.57,1
root,root,-7.8,5.83,0.63,1
root,root,-7.8,6.41,0.69,1
root,root,-7.8,7.06,0.7,1
root,root,-7.8,6.93,0.81,1
root,root,-7.8,7.08,0.88,1
root,root,-7.8,6.26,0.9,1
root,root,-7.8,6.39,1.19,1
