name,acronym,AP_location,DV_location,ML_location,avIndex
Koelliker-Fuse subnucleus,KF,-4.76,4.77,-1.99,892
Parabrachial nucleus,PB,-4.76,4.59,-1.96,891
Parabrachial nucleus,PB,-4.76,4.51,-1.94,891
Koelliker-Fuse subnucleus,KF,-4.76,4.65,-1.94,892
Parabrachial nucleus,PB,-4.76,4.47,-1.93,891
Pons,P,-4.76,4.97,-1.92,884
Parabrachial nucleus,PB,-4.76,4.27,-1.87,891
Parabrachial nucleus,PB,-4.76,4.18,-1.84,891
Parabrachial nucleus,PB,-4.76,4.49,-1.84,891
Parabrachial nucleus,PB,-4.76,4.63,-1.84,891
Parabrachial nucleus,PB,-4.76,4.67,-1.83,891
Parabrachial nucleus,PB,-4.76,4.08,-1.76,891
Parabrachial nucleus,PB,-4.76,4.49,-1.72,891
Parabrachial nucleus,PB,-4.76,4.59,-1.71,891
Parabrachial nucleus,PB,-4.76,4.55,-1.68,891
Parabrachial nucleus,PB,-4.76,4.02,-1.64,891
Parabrachial nucleus,PB,-4.76,4.07,-1.61,891
superior cerebelar peduncles,scp,-4.76,4.41,-1.59,1175
Peritrigeminal zone,P5,-4.76,5.09,-1.37,921
Pons,P,-4.76,5.83,-1.26,884
Pontine reticular nucleus caudal part,PRNc,-4.76,5.03,-0.77,914
Pontine reticular nucleus caudal part,PRNc,-4.76,5.79,-0.77,914
Pontine reticular nucleus,PRNr,-4.76,4.76,-0.75,932
Pontine reticular nucleus caudal part,PRNc,-4.76,4.94,-0.72,914
Pontine reticular nucleus caudal part,PRNc,-4.76,5.59,-0.6,914
Laterodorsal tegmental nucleus,LDT,-4.76,3.74,0.31,930
Pontine reticular nucleus caudal part,PRNc,-4.76,4.92,0.75,914
Pontine reticular nucleus caudal part,PRNc,-4.76,6.21,1.02,914
Pontine reticular nucleus caudal part,PRNc,-4.76,5.78,1.04,914
Pontine reticular nucleus caudal part,PRNc,-4.76,5.8,1.11,914
Parvicellular motor 5 nucleus,PC5,-4.76,5.74,1.64,923
Supratrigeminal nucleus,SUT,-4.76,4.93,1.88,918
Koelliker-Fuse subnucleus,KF,-4.84,4.69,-2.08,892
Koelliker-Fuse subnucleus,KF,-4.84,4.77,-2.07,892
arbor vitae,arb,-4.84,4.44,-2.06,1189
Koelliker-Fuse subnucleus,KF,-4.84,4.59,-2.06,892
Principal sensory nucleus of the trigeminal,PSV,-4.84,5.07,-2.06,890
Koelliker-Fuse subnucleus,KF,-4.84,4.59,-2.03,892
Koelliker-Fuse subnucleus,KF,-4.84,4.72,-1.99,892
arbor vitae,arb,-4.84,4.3,-1.97,1189
Koelliker-Fuse subnucleus,KF,-4.84,4.69,-1.94,892
Koelliker-Fuse subnucleus,KF,-4.84,4.58,-1.95,892
Koelliker-Fuse subnucleus,KF,-4.84,4.65,-1.95,892
Koelliker-Fuse subnucleus,KF,-4.84,4.79,-1.86,892
Parabrachial nucleus,PB,-4.84,4.28,-1.81,891
Parabrachial nucleus,PB,-4.84,4.62,-1.78,891
Pons,P,-4.84,6.19,-1.76,884
Parabrachial nucleus,PB,-4.84,4.56,-1.75,891
Pons,P,-4.84,5.91,-1.73,884
superior cerebelar peduncles,scp,-4.84,4.46,-1.71,1175
superior cerebelar peduncles,scp,-4.84,4.41,-1.65,1175
Pons,P,-4.84,5.89,-1.64,884
Pontine reticular nucleus caudal part,PRNc,-4.84,5.26,-0.82,914
Pontine reticular nucleus caudal part,PRNc,-4.84,4.93,-0.61,914
Pontine central gray,PCG,-4.84,4.29,-0.42,912
Pontine reticular nucleus caudal part,PRNc,-4.84,6.49,0.43,914
Pontine reticular nucleus caudal part,PRNc,-4.84,6.5,0.56,914
Pontine reticular nucleus caudal part,PRNc,-4.84,6.72,0.89,914
Motor nucleus of trigeminal,V,-4.84,4.92,1.53,920
Supratrigeminal nucleus,SUT,-4.84,4.91,1.76,918
Principal sensory nucleus of the trigeminal,PSV,-4.84,5,1.98,890
spinal tract of the trigeminal nerve,sptV,-4.84,5.47,2.48,1130
Koelliker-Fuse subnucleus,KF,-4.92,4.64,-2.08,892
arbor vitae,arb,-4.92,4.09,-1.85,1189
Supratrigeminal nucleus,SUT,-4.92,4.92,-1.79,918
Pons,P,-4.92,6.01,-1.69,884
Supratrigeminal nucleus,SUT,-4.92,4.84,-1.61,918
Supratrigeminal nucleus,SUT,-4.92,4.72,-1.56,918
Supratrigeminal nucleus,SUT,-4.92,4.8,-1.55,918
Parabrachial nucleus,PB,-4.92,4.62,-1.52,891
Supratrigeminal nucleus,SUT,-4.92,4.79,-1.43,918
Parabrachial nucleus,PB,-4.92,4.48,-1.13,891
Pons,P,-4.92,4.55,-0.8,884
Pontine reticular nucleus caudal part,PRNc,-4.92,5.73,-0.44,914
Pontine reticular nucleus caudal part,PRNc,-4.92,5.99,-0.32,914
Nucleus raphe pontis,RPO,-4.92,5.27,-0.04,933
Pontine reticular nucleus caudal part,PRNc,-4.92,6.44,0.25,914
Pontine reticular nucleus caudal part,PRNc,-4.92,5.89,0.45,914
Pontine reticular nucleus caudal part,PRNc,-4.92,6.46,0.47,914
Pontine reticular nucleus caudal part,PRNc,-4.92,5.21,0.78,914
Koelliker-Fuse subnucleus,KF,-4.92,4.78,1.85,892
Principal sensory nucleus of the trigeminal,PSV,-4.92,4.96,2.03,890
Supratrigeminal nucleus,SUT,-5,4.93,-1.76,918
Supratrigeminal nucleus,SUT,-5,4.75,-1.69,918
Parvicellular reticular nucleus,PARN,-5,6.05,-1.7,989
Medulla,MY,-5,6.14,-1.65,936
Supratrigeminal nucleus,SUT,-5,4.77,-1.61,918
Parabrachial nucleus,PB,-5,4.6,-1.58,891
Supratrigeminal nucleus,SUT,-5,4.78,-1.44,918
Peritrigeminal zone,P5,-5,5.01,-1.23,921
Pons,P,-5,4.63,-0.98,884
Pons,P,-5,4.73,-0.92,884
Pons,P,-5,4.72,-0.85,884
Pons,P,-5,6.1,0.03,884
Pontine reticular nucleus caudal part,PRNc,-5,6.49,0.42,914
Pontine reticular nucleus caudal part,PRNc,-5,5.56,1.07,914
Motor nucleus of trigeminal,V,-5,5,1.4,920
Ventral cochlear nucleus,VCO,-5.08,5.06,-2.45,943
Koelliker-Fuse subnucleus,KF,-5.08,4.54,-2.03,892
Koelliker-Fuse subnucleus,KF,-5.08,4.46,-2.01,892
Parabrachial nucleus,PB,-5.08,4.41,-1.94,891
Parvicellular reticular nucleus,PARN,-5.08,5.79,-1.47,989
Medulla,MY,-5.08,5.78,-1.38,936
Pons,P,-5.08,4.88,-1.13,884
Pontine reticular nucleus caudal part,PRNc,-5.08,5.05,-0.99,914
Pontine reticular nucleus caudal part,PRNc,-5.08,5.22,-0.86,914
Pontine reticular nucleus caudal part,PRNc,-5.08,5.11,-0.68,914
Pontine reticular nucleus caudal part,PRNc,-5.08,5.63,-0.66,914
Pontine reticular nucleus caudal part,PRNc,-5.08,5.41,-0.58,914
Pontine reticular nucleus caudal part,PRNc,-5.08,6.39,-0.56,914
Gigantocellular reticular nucleus,GRN,-5.08,6.61,-0.48,976
Pontine reticular nucleus caudal part,PRNc,-5.08,6.35,-0.31,914
Gigantocellular reticular nucleus,GRN,-5.08,6.41,0.27,976
Gigantocellular reticular nucleus,GRN,-5.08,6.5,0.38,976
Pontine reticular nucleus caudal part,PRNc,-5.08,6.41,0.46,914
Pontine reticular nucleus caudal part,PRNc,-5.08,6.47,0.48,914
Pontine reticular nucleus caudal part,PRNc,-5.08,6,0.81,914
Pons,P,-5.08,4.96,1.37,884
Parvicellular reticular nucleus,PARN,-5.08,5.73,1.42,989
Supratrigeminal nucleus,SUT,-5.08,4.9,1.53,918
Supratrigeminal nucleus,SUT,-5.08,4.78,1.6,918
Parvicellular reticular nucleus,PARN,-5.08,6.1,1.7,989
Parvicellular reticular nucleus,PARN,-5.16,6.21,-1.81,989
Parabrachial nucleus,PB,-5.16,4.13,-1.74,891
superior cerebelar peduncles,scp,-5.16,4.38,-1.73,1175
Parvicellular reticular nucleus,PARN,-5.16,5.44,-1.72,989
Parvicellular reticular nucleus,PARN,-5.16,6.2,-1.73,989
Parvicellular reticular nucleus,PARN,-5.16,5.55,-1.42,989
Parvicellular reticular nucleus,PARN,-5.16,5.63,-1.32,989
Pons,P,-5.16,5.4,-1.17,884
Pons,P,-5.16,4.76,-1.14,884
Intermediate reticular nucleus,IRN,-5.16,6.44,-0.98,979
Subceruleus nucleus,SLC,-5.16,4.73,-0.97,934
Gigantocellular reticular nucleus,GRN,-5.16,6.68,-0.81,976
Pontine reticular nucleus caudal part,PRNc,-5.16,5.46,-0.74,914
Pontine reticular nucleus caudal part,PRNc,-5.16,5.53,-0.62,914
crossed tectospinal pathway,tspc,-5.16,6.06,0.21,1230
Gigantocellular reticular nucleus,GRN,-5.16,6.52,0.48,976
Pontine reticular nucleus caudal part,PRNc,-5.16,5.87,0.51,914
Pontine reticular nucleus caudal part,PRNc,-5.16,5.82,0.65,914
Intermediate reticular nucleus,IRN,-5.16,5.87,1.23,979
Parvicellular reticular nucleus,PARN,-5.16,5.2,1.25,989
Intermediate reticular nucleus,IRN,-5.16,6.14,1.3,979
Parvicellular reticular nucleus,PARN,-5.16,5.72,1.53,989
Pons,P,-5.16,5.11,1.81,884
Parvicellular reticular nucleus,PARN,-5.24,6.1,-1.75,989
Parvicellular reticular nucleus,PARN,-5.24,5.95,-1.69,989
Medial vestibular nucleus,MV,-5.24,4.67,-1.54,1004
Facial motor nucleus,VII,-5.24,6.49,-1.29,968
Intermediate reticular nucleus,IRN,-5.24,6.47,-1.12,979
Gigantocellular reticular nucleus,GRN,-5.24,6.74,-0.8,976
Gigantocellular reticular nucleus,GRN,-5.24,5.84,-0.66,976
Gigantocellular reticular nucleus,GRN,-5.24,6.39,-0.49,976
Gigantocellular reticular nucleus,GRN,-5.24,6.43,-0.35,976
Magnocellular reticular nucleus,MARN,-5.24,6.56,-0.32,985
Gigantocellular reticular nucleus,GRN,-5.24,6.33,-0.25,976
Gigantocellular reticular nucleus,GRN,-5.24,5.83,0.25,976
Gigantocellular reticular nucleus,GRN,-5.24,6.36,0.26,976
Gigantocellular reticular nucleus,GRN,-5.24,6.28,0.29,976
Gigantocellular reticular nucleus,GRN,-5.24,6.41,0.3,976
Magnocellular reticular nucleus,MARN,-5.24,6.7,0.48,985
Gigantocellular reticular nucleus,GRN,-5.24,5.99,0.68,976
Parvicellular reticular nucleus,PARN,-5.24,6.14,1.8,989
Medial vestibular nucleus,MV,-5.32,5.09,-1.62,1004
Parvicellular reticular nucleus,PARN,-5.32,5.69,-1.58,989
Parvicellular reticular nucleus,PARN,-5.32,5.54,-1.54,989
Parvicellular reticular nucleus,PARN,-5.32,5.85,-1.48,989
Intermediate reticular nucleus,IRN,-5.32,6.35,-1.34,979
Intermediate reticular nucleus,IRN,-5.32,5.91,-1.24,979
Intermediate reticular nucleus,IRN,-5.32,6.15,-1.14,979
Intermediate reticular nucleus,IRN,-5.32,5.93,-1.1,979
Intermediate reticular nucleus,IRN,-5.32,6.45,-1.01,979
Facial motor nucleus,VII,-5.32,6.65,-1.01,968
Intermediate reticular nucleus,IRN,-5.32,5.86,-0.9,979
Gigantocellular reticular nucleus,GRN,-5.32,6.75,-0.74,976
Gigantocellular reticular nucleus,GRN,-5.32,6.24,-0.5,976
Magnocellular reticular nucleus,MARN,-5.32,6.68,-0.49,985
Gigantocellular reticular nucleus,GRN,-5.32,5.99,-0.4,976
Gigantocellular reticular nucleus,GRN,-5.32,6.52,-0.32,976
Gigantocellular reticular nucleus,GRN,-5.32,6.46,0.16,976
Gigantocellular reticular nucleus,GRN,-5.32,6.01,0.34,976
Gigantocellular reticular nucleus,GRN,-5.32,6.25,0.4,976
Gigantocellular reticular nucleus,GRN,-5.32,6.49,0.4,976
Gigantocellular reticular nucleus,GRN,-5.32,6.4,0.43,976
Gigantocellular reticular nucleus,GRN,-5.32,5.92,0.46,976
Parvicellular reticular nucleus,PARN,-5.32,5.8,1.5,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.4,6.47,-1.88,957
Parvicellular reticular nucleus,PARN,-5.4,6.29,-1.8,989
Superior vestibular nucleus,SUV,-5.4,4.58,-1.69,1006
Parvicellular reticular nucleus,PARN,-5.4,6.3,-1.65,989
Facial motor nucleus,VII,-5.4,6.41,-1.63,968
Parvicellular reticular nucleus,PARN,-5.4,6.2,-1.61,989
Parvicellular reticular nucleus,PARN,-5.4,6.06,-1.49,989
Parvicellular reticular nucleus,PARN,-5.4,5.69,-1.45,989
Intermediate reticular nucleus,IRN,-5.4,6.41,-1.4,979
Facial motor nucleus,VII,-5.4,6.76,-1.39,968
Intermediate reticular nucleus,IRN,-5.4,5.94,-1.21,979
Medial vestibular nucleus,MV,-5.4,4.35,-1.19,1004
Intermediate reticular nucleus,IRN,-5.4,5.97,-1.08,979
Intermediate reticular nucleus,IRN,-5.4,5.87,-1.04,979
Intermediate reticular nucleus,IRN,-5.4,5.84,-0.8,979
Intermediate reticular nucleus,IRN,-5.4,5.58,-0.79,979
Intermediate reticular nucleus,IRN,-5.4,5.47,-0.75,979
Gigantocellular reticular nucleus,GRN,-5.4,5.73,-0.6,976
Gigantocellular reticular nucleus,GRN,-5.4,6.18,-0.58,976
Gigantocellular reticular nucleus,GRN,-5.4,5.98,-0.51,976
Magnocellular reticular nucleus,MARN,-5.4,6.71,-0.45,985
Gigantocellular reticular nucleus,GRN,-5.4,6.37,-0.24,976
Gigantocellular reticular nucleus,GRN,-5.4,6.29,-0.22,976
Gigantocellular reticular nucleus,GRN,-5.4,6.14,0.04,976
Gigantocellular reticular nucleus,GRN,-5.4,6.31,0.29,976
Gigantocellular reticular nucleus,GRN,-5.4,6.44,0.44,976
Magnocellular reticular nucleus,MARN,-5.4,6.65,0.43,985
Gigantocellular reticular nucleus,GRN,-5.4,6.64,0.52,976
Gigantocellular reticular nucleus,GRN,-5.4,6.68,0.76,976
Medial vestibular nucleus,MV,-5.4,4.36,1.3,1004
Medial vestibular nucleus,MV,-5.4,5.11,1.44,1004
Parvicellular reticular nucleus,PARN,-5.4,6.21,1.77,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.4,5.41,1.9,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,6.29,-1.88,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,5.4,-1.83,957
Lateral vestibular nucleus,LAV,-5.48,5.14,-1.81,1003
Parvicellular reticular nucleus,PARN,-5.48,5.9,-1.71,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,5.67,-1.69,957
Parvicellular reticular nucleus,PARN,-5.48,6.36,-1.66,989
Superior vestibular nucleus,SUV,-5.48,4.38,-1.6,1006
Parvicellular reticular nucleus,PARN,-5.48,5.89,-1.46,989
Intermediate reticular nucleus,IRN,-5.48,5.74,-1.15,979
Intermediate reticular nucleus,IRN,-5.48,5.81,-1.04,979
Intermediate reticular nucleus,IRN,-5.48,5.65,-0.94,979
Intermediate reticular nucleus,IRN,-5.48,5.85,-0.77,979
Gigantocellular reticular nucleus,GRN,-5.48,6.68,-0.76,976
Gigantocellular reticular nucleus,GRN,-5.48,5.81,-0.67,976
Gigantocellular reticular nucleus,GRN,-5.48,5.41,-0.62,976
Gigantocellular reticular nucleus,GRN,-5.48,5.75,-0.51,976
Gigantocellular reticular nucleus,GRN,-5.48,6.6,0.51,976
Intermediate reticular nucleus,IRN,-5.48,5.72,0.97,979
Medial vestibular nucleus,MV,-5.48,4.93,1.49,1004
Medulla,MY,-5.48,5.18,1.77,936
Lateral vestibular nucleus,LAV,-5.48,5.02,1.88,1003
Spinal nucleus of the trigeminal oral part,SPVO,-5.48,6.39,2.05,957
Parvicellular reticular nucleus,PARN,-5.56,6.23,-1.72,989
Medial vestibular nucleus,MV,-5.56,5.14,-1.62,1004
Parvicellular reticular nucleus,PARN,-5.56,6,-1.51,989
Parvicellular reticular nucleus,PARN,-5.56,5.83,-1.47,989
Parvicellular reticular nucleus,PARN,-5.56,6.14,-1.45,989
Parvicellular reticular nucleus,PARN,-5.56,6.21,-1.45,989
Parvicellular reticular nucleus,PARN,-5.56,5.39,-1.42,989
Medial vestibular nucleus,MV,-5.56,5.1,-1.2,1004
Intermediate reticular nucleus,IRN,-5.56,5.95,-1.15,979
Intermediate reticular nucleus,IRN,-5.56,6.14,-1.14,979
Intermediate reticular nucleus,IRN,-5.56,6.36,-1.12,979
Intermediate reticular nucleus,IRN,-5.56,5.85,-1.12,979
Intermediate reticular nucleus,IRN,-5.56,6.18,-1.12,979
Intermediate reticular nucleus,IRN,-5.56,6.15,-0.95,979
Intermediate reticular nucleus,IRN,-5.56,6.23,-0.89,979
Intermediate reticular nucleus,IRN,-5.56,5.81,-0.84,979
Intermediate reticular nucleus,IRN,-5.56,5.89,-0.84,979
Intermediate reticular nucleus,IRN,-5.56,5.95,-0.82,979
Gigantocellular reticular nucleus,GRN,-5.56,6.16,-0.7,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.56,6.78,-0.69,993
Gigantocellular reticular nucleus,GRN,-5.56,5.51,-0.59,976
Gigantocellular reticular nucleus,GRN,-5.56,6.27,-0.59,976
Magnocellular reticular nucleus,MARN,-5.56,6.81,-0.58,985
Magnocellular reticular nucleus,MARN,-5.56,6.75,-0.52,985
Pons,P,-5.56,5.04,-0.45,884
Gigantocellular reticular nucleus,GRN,-5.56,6.07,-0.32,976
Gigantocellular reticular nucleus,GRN,-5.56,5.82,-0.29,976
Gigantocellular reticular nucleus,GRN,-5.56,6.32,-0.25,976
Magnocellular reticular nucleus,MARN,-5.56,6.61,-0.22,985
Gigantocellular reticular nucleus,GRN,-5.56,6.22,-0.18,976
medial longitudinal fascicle,mlf,-5.56,5.39,-0.07,1121
Gigantocellular reticular nucleus,GRN,-5.56,6.52,0.28,976
Magnocellular reticular nucleus,MARN,-5.56,6.58,0.31,985
Magnocellular reticular nucleus,MARN,-5.56,6.78,0.44,985
Gigantocellular reticular nucleus,GRN,-5.56,6.4,0.68,976
Gigantocellular reticular nucleus,GRN,-5.56,6.64,0.7,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.56,6.87,0.77,993
Intermediate reticular nucleus,IRN,-5.56,5.93,0.86,979
Intermediate reticular nucleus,IRN,-5.56,5.64,0.87,979
Intermediate reticular nucleus,IRN,-5.56,5.78,0.96,979
Medial vestibular nucleus,MV,-5.56,5.03,1.18,1004
Intermediate reticular nucleus,IRN,-5.56,5.99,1.2,979
Intermediate reticular nucleus,IRN,-5.56,6.32,1.21,979
Medial vestibular nucleus,MV,-5.56,5.1,1.26,1004
Parvicellular reticular nucleus,PARN,-5.56,5.27,1.35,989
Parvicellular reticular nucleus,PARN,-5.56,5.39,1.48,989
Medial vestibular nucleus,MV,-5.56,5.19,1.54,1004
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,6.12,-1.82,957
Parvicellular reticular nucleus,PARN,-5.64,6.32,-1.75,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.64,5.43,-1.67,957
Lateral vestibular nucleus,LAV,-5.64,4.98,-1.64,1003
Parvicellular reticular nucleus,PARN,-5.64,5.94,-1.64,989
Medial vestibular nucleus,MV,-5.64,5.21,-1.54,1004
Parvicellular reticular nucleus,PARN,-5.64,5.4,-1.46,989
Intermediate reticular nucleus,IRN,-5.64,6.3,-1.41,979
Parvicellular reticular nucleus,PARN,-5.64,5.84,-1.4,989
Intermediate reticular nucleus,IRN,-5.64,6.39,-1.38,979
Intermediate reticular nucleus,IRN,-5.64,6.19,-1.27,979
Intermediate reticular nucleus,IRN,-5.64,6.01,-1.21,979
Intermediate reticular nucleus,IRN,-5.64,6.28,-1.19,979
Intermediate reticular nucleus,IRN,-5.64,6.1,-1.11,979
Intermediate reticular nucleus,IRN,-5.64,5.84,-1.08,979
Intermediate reticular nucleus,IRN,-5.64,6.36,-1.01,979
Intermediate reticular nucleus,IRN,-5.64,6.3,-0.98,979
Intermediate reticular nucleus,IRN,-5.64,6.38,-0.97,979
Intermediate reticular nucleus,IRN,-5.64,6.21,-0.93,979
Intermediate reticular nucleus,IRN,-5.64,5.62,-0.91,979
Intermediate reticular nucleus,IRN,-5.64,6.1,-0.89,979
Intermediate reticular nucleus,IRN,-5.64,5.88,-0.86,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.64,6.91,-0.72,993
Intermediate reticular nucleus,IRN,-5.64,5.56,-0.71,979
Gigantocellular reticular nucleus,GRN,-5.64,6.01,-0.7,976
Gigantocellular reticular nucleus,GRN,-5.64,5.81,-0.66,976
Gigantocellular reticular nucleus,GRN,-5.64,5.72,-0.59,976
Gigantocellular reticular nucleus,GRN,-5.64,6.39,-0.59,976
Gigantocellular reticular nucleus,GRN,-5.64,5.65,-0.42,976
Gigantocellular reticular nucleus,GRN,-5.64,6.07,-0.39,976
Gigantocellular reticular nucleus,GRN,-5.64,5.8,-0.38,976
Gigantocellular reticular nucleus,GRN,-5.64,5.7,-0.37,976
Gigantocellular reticular nucleus,GRN,-5.64,5.82,-0.21,976
Magnocellular reticular nucleus,MARN,-5.64,6.68,-0.16,985
Gigantocellular reticular nucleus,GRN,-5.64,6.46,-0.05,976
Magnocellular reticular nucleus,MARN,-5.64,6.63,0.24,985
Magnocellular reticular nucleus,MARN,-5.64,6.73,0.39,985
Gigantocellular reticular nucleus,GRN,-5.64,5.97,0.44,976
Gigantocellular reticular nucleus,GRN,-5.64,5.91,0.44,976
Magnocellular reticular nucleus,MARN,-5.64,6.85,0.53,985
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.64,6.77,0.73,993
Intermediate reticular nucleus,IRN,-5.64,5.87,0.75,979
Intermediate reticular nucleus,IRN,-5.64,6.07,0.81,979
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.64,6.95,0.84,993
Intermediate reticular nucleus,IRN,-5.64,5.76,0.94,979
Intermediate reticular nucleus,IRN,-5.64,6.38,1.01,979
Intermediate reticular nucleus,IRN,-5.64,5.96,1.17,979
Intermediate reticular nucleus,IRN,-5.64,6.43,1.31,979
Facial motor nucleus,VII,-5.64,6.53,1.47,968
Medulla,MY,-5.64,5.32,1.78,936
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,5.97,-2.03,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,6.1,-2.03,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,6.08,-1.89,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,6.27,-1.86,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.72,6.14,-1.83,957
Parvicellular reticular nucleus,PARN,-5.72,6.33,-1.78,989
Parvicellular reticular nucleus,PARN,-5.72,5.98,-1.74,989
Parvicellular reticular nucleus,PARN,-5.72,6.22,-1.7,989
Lateral vestibular nucleus,LAV,-5.72,5.29,-1.69,1003
Lateral vestibular nucleus,LAV,-5.72,4.95,-1.64,1003
Parvicellular reticular nucleus,PARN,-5.72,6.18,-1.62,989
Lateral vestibular nucleus,LAV,-5.72,5.19,-1.59,1003
Parvicellular reticular nucleus,PARN,-5.72,5.76,-1.51,989
Parvicellular reticular nucleus,PARN,-5.72,6.29,-1.5,989
Parvicellular reticular nucleus,PARN,-5.72,6.22,-1.46,989
Parvicellular reticular nucleus,PARN,-5.72,5.92,-1.41,989
Intermediate reticular nucleus,IRN,-5.72,6.22,-1.27,979
Intermediate reticular nucleus,IRN,-5.72,6.2,-1.2,979
Intermediate reticular nucleus,IRN,-5.72,6.06,-1.14,979
Intermediate reticular nucleus,IRN,-5.72,6.37,-1.12,979
Intermediate reticular nucleus,IRN,-5.72,6.19,-1.11,979
Intermediate reticular nucleus,IRN,-5.72,6.02,-1.05,979
Intermediate reticular nucleus,IRN,-5.72,5.9,-1,979
Intermediate reticular nucleus,IRN,-5.72,5.69,-0.98,979
Intermediate reticular nucleus,IRN,-5.72,6.23,-0.95,979
Intermediate reticular nucleus,IRN,-5.72,5.89,-0.91,979
Gigantocellular reticular nucleus,GRN,-5.72,6.73,-0.62,976
Gigantocellular reticular nucleus,GRN,-5.72,5.91,-0.51,976
Gigantocellular reticular nucleus,GRN,-5.72,6.45,-0.34,976
Gigantocellular reticular nucleus,GRN,-5.72,5.64,-0.32,976
crossed tectospinal pathway,tspc,-5.72,5.98,-0.07,1230
Magnocellular reticular nucleus,MARN,-5.72,6.66,0.09,985
Magnocellular reticular nucleus,MARN,-5.72,6.58,0.13,985
Magnocellular reticular nucleus,MARN,-5.72,6.68,0.28,985
Magnocellular reticular nucleus,MARN,-5.72,6.79,0.39,985
Gigantocellular reticular nucleus,GRN,-5.72,6.43,0.84,976
Intermediate reticular nucleus,IRN,-5.72,6.43,0.9,979
Facial motor nucleus,VII,-5.72,6.54,1.15,968
Parvicellular reticular nucleus,PARN,-5.72,5.4,1.32,989
Parvicellular reticular nucleus,PARN,-5.72,6.15,1.62,989
Spinal nucleus of the trigeminal oral part,SPVO,-5.8,6.01,-2.04,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.8,6.21,-1.98,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.8,6.04,-1.87,957
Parvicellular reticular nucleus,PARN,-5.8,6.33,-1.76,989
Parvicellular reticular nucleus,PARN,-5.8,6.4,-1.75,989
Parvicellular reticular nucleus,PARN,-5.8,6.24,-1.63,989
Parvicellular reticular nucleus,PARN,-5.8,6.27,-1.52,989
Parvicellular reticular nucleus,PARN,-5.8,6.3,-1.45,989
Parvicellular reticular nucleus,PARN,-5.8,5.88,-1.43,989
Intermediate reticular nucleus,IRN,-5.8,6.21,-1.35,979
Intermediate reticular nucleus,IRN,-5.8,6.08,-1.21,979
Medial vestibular nucleus,MV,-5.8,4.91,-1.14,1004
Intermediate reticular nucleus,IRN,-5.8,5.76,-1.11,979
Medial vestibular nucleus,MV,-5.8,5.02,-0.8,1004
Gigantocellular reticular nucleus,GRN,-5.8,5.79,-0.55,976
Gigantocellular reticular nucleus,GRN,-5.8,6.52,-0.54,976
Magnocellular reticular nucleus,MARN,-5.8,6.62,-0.32,985
Gigantocellular reticular nucleus,GRN,-5.8,6.06,-0.29,976
Gigantocellular reticular nucleus,GRN,-5.8,6.15,-0.21,976
Gigantocellular reticular nucleus,GRN,-5.8,6,-0.2,976
Magnocellular reticular nucleus,MARN,-5.8,6.64,-0.13,985
Gigantocellular reticular nucleus,GRN,-5.8,6.52,-0.09,976
Gigantocellular reticular nucleus,GRN,-5.8,5.77,-0.06,976
Gigantocellular reticular nucleus,GRN,-5.8,6.17,0.01,976
Gigantocellular reticular nucleus,GRN,-5.8,6.38,0.15,976
Paragigantocellular reticular nucleus lateral part,PGRNl,-5.8,6.84,0.67,993
Intermediate reticular nucleus,IRN,-5.8,5.51,0.73,979
Intermediate reticular nucleus,IRN,-5.8,5.83,0.86,979
Intermediate reticular nucleus,IRN,-5.8,6.32,0.87,979
Intermediate reticular nucleus,IRN,-5.8,6.41,0.95,979
Intermediate reticular nucleus,IRN,-5.8,5.6,1.06,979
Nucleus of the solitary tract,NTS,-5.8,5.38,1.43,949
Spinal nucleus of the trigeminal oral part,SPVO,-5.8,6.34,1.83,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.8,6.36,1.87,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.25,-2.09,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.04,-2.08,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.06,-1.98,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.18,-1.89,957
Spinal nucleus of the trigeminal oral part,SPVO,-5.96,6.27,-1.86,957
Parvicellular reticular nucleus,PARN,-5.96,6.24,-1.81,989
Parvicellular reticular nucleus,PARN,-5.96,6.34,-1.81,989
